age,monthly_salary,profession,education_level,location,home_status,family_wealth,marital_status,marriage_type,government_job,dowry_amount_lakhs
29,196471,Private Job,Diploma,Tier-3,Own,Upper-Middle,Single,Arranged,0,17.5
37,131258,Doctor,PhD,Tier-3,Rented,Lower,Divorced,Arranged,0,12.0
33,194523,Doctor,Diploma,Tier-2,Rented,Upper-Middle,Single,Arranged,0,18.0
23,95761,Government Officer,Bachelors,Rural,Own,Lower,Married,Love,1,8.5
34,75661,Doctor,PhD,Tier-1,Own,Lower,Divorced,Love,0,12.0
37,134751,Freelancer,Masters,Rural,Own,Upper,Single,Arranged,0,14.5
40,139221,Freelancer,Bachelors,Rural,Own,Lower,Single,Arranged,0,13.5
29,103816,Government Officer,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,1,15.0
28,112450,Private Job,PhD,Tier-1,Own,Upper,Divorced,Love,0,11.5
26,191922,Software Engineer,Masters,Tier-1,Own,Upper-Middle,Married,Arranged,0,13.5
40,128566,Doctor,PhD,Tier-1,Rented,Upper,Married,Love,0,6.5
33,80201,Doctor,Masters,Rural,Own,Upper-Middle,Single,Love,0,13.5
27,115591,CA,PhD,Tier-1,Rented,Lower,Single,Arranged,0,17.5
38,175306,Doctor,PhD,Tier-2,Rented,Middle,Married,Arranged,0,10.0
40,112081,CA,Diploma,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,8.5
37,122266,Private Job,Masters,Rural,Own,Upper,Single,Love,0,13.0
39,84050,Business Owner,Diploma,Tier-1,Rented,Upper-Middle,Single,Arranged,0,12.0
35,77517,Private Job,Masters,Rural,Rented,Upper-Middle,Divorced,Arranged,0,4.5
26,152236,Software Engineer,Bachelors,Tier-2,Own,Upper,Divorced,Love,0,12.5
33,119215,Doctor,Bachelors,Tier-2,Rented,Upper,Single,Arranged,0,15.0
35,197591,Freelancer,Diploma,Tier-3,Rented,Upper-Middle,Married,Arranged,0,3.5
39,170553,CA,Diploma,Tier-3,Own,Lower,Divorced,Love,0,11.5
32,41969,CA,Bachelors,Tier-2,Own,Middle,Married,Arranged,0,4.0
23,175553,CA,Diploma,Tier-2,Rented,Lower,Divorced,Love,0,9.5
31,56319,CA,Bachelors,Rural,Rented,Lower,Divorced,Arranged,0,4.5
28,101167,Software Engineer,Masters,Tier-1,Rented,Upper-Middle,Divorced,Love,0,9.0
31,68119,Freelancer,Masters,Tier-1,Rented,Lower,Single,Love,0,9.0
27,130116,Freelancer,Masters,Tier-1,Rented,Middle,Married,Love,0,2.5
35,45955,Software Engineer,Bachelors,Rural,Own,Middle,Single,Arranged,0,12.0
31,137981,Business Owner,Masters,Rural,Rented,Middle,Single,Arranged,0,13.5
28,177583,Software Engineer,Masters,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,13.5
34,190763,Software Engineer,Diploma,Tier-1,Rented,Upper-Middle,Married,Love,0,6.5
24,101672,Government Officer,PhD,Tier-1,Own,Lower,Divorced,Arranged,1,21.0
29,74497,Government Officer,Masters,Tier-1,Own,Upper-Middle,Single,Arranged,1,23.5
32,37590,Government Officer,Masters,Rural,Own,Upper-Middle,Married,Arranged,1,8.5
32,137470,CA,Diploma,Rural,Own,Upper,Single,Arranged,0,15.5
22,125930,Software Engineer,PhD,Tier-3,Own,Middle,Married,Love,0,7.0
25,152013,Software Engineer,Masters,Tier-3,Rented,Upper,Divorced,Love,0,9.5
26,129138,Doctor,PhD,Tier-1,Own,Middle,Divorced,Arranged,0,16.5
27,34919,Software Engineer,Masters,Rural,Rented,Upper-Middle,Married,Arranged,0,-0.5
27,129900,Government Officer,Bachelors,Tier-3,Rented,Upper-Middle,Single,Arranged,1,20.0
31,34269,Government Officer,Masters,Rural,Rented,Lower,Married,Arranged,1,5.5
33,151078,Private Job,Bachelors,Tier-3,Own,Lower,Divorced,Love,0,9.5
22,163970,Business Owner,Bachelors,Rural,Rented,Upper,Single,Love,0,12.0
22,108024,Business Owner,Diploma,Tier-1,Rented,Lower,Married,Love,0,1.0
30,116852,Government Officer,Masters,Tier-2,Own,Lower,Single,Love,1,22.5
29,180978,Government Officer,Masters,Rural,Own,Upper,Single,Arranged,1,26.0
40,38202,Doctor,Diploma,Tier-2,Rented,Upper,Single,Love,0,8.0
39,193541,Business Owner,PhD,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,16.5
33,121268,CA,Bachelors,Tier-1,Rented,Upper,Single,Love,0,14.0
38,198111,Private Job,Masters,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,12.5
33,91954,Freelancer,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,2.5
40,63482,Private Job,Diploma,Rural,Rented,Upper-Middle,Married,Arranged,0,-3.0
35,28940,Business Owner,Masters,Tier-3,Own,Lower,Divorced,Arranged,0,7.0
23,134501,Software Engineer,Masters,Tier-2,Rented,Upper-Middle,Single,Love,0,14.5
28,123414,Business Owner,Diploma,Rural,Own,Upper-Middle,Divorced,Love,0,7.0
28,27472,Freelancer,Bachelors,Tier-1,Own,Middle,Single,Love,0,9.0
30,87886,Doctor,Masters,Tier-2,Own,Upper,Single,Love,0,15.5
39,129312,Private Job,Bachelors,Tier-2,Own,Lower,Divorced,Love,0,9.0
36,27997,Doctor,Masters,Tier-1,Rented,Upper,Divorced,Love,0,5.5
29,57567,Government Officer,Masters,Tier-2,Rented,Upper-Middle,Divorced,Arranged,1,13.5
22,35563,Software Engineer,Masters,Tier-1,Own,Upper,Divorced,Love,0,8.5
33,183522,Doctor,PhD,Tier-1,Rented,Middle,Married,Arranged,0,11.5
35,24299,Freelancer,Masters,Tier-1,Own,Lower,Divorced,Arranged,0,7.0
24,154032,Government Officer,Bachelors,Tier-1,Own,Middle,Single,Arranged,1,26.5
26,35971,Government Officer,PhD,Tier-1,Rented,Middle,Single,Arranged,1,19.5
32,69165,Private Job,Bachelors,Tier-2,Rented,Lower,Married,Love,0,-2.0
40,183910,Government Officer,Masters,Tier-2,Own,Middle,Single,Arranged,1,28.0
34,38271,Business Owner,PhD,Tier-1,Own,Middle,Single,Love,0,13.5
23,149213,Private Job,Masters,Tier-2,Rented,Lower,Married,Love,0,3.0
22,49297,Doctor,Masters,Rural,Own,Middle,Divorced,Love,0,6.5
32,165705,Software Engineer,PhD,Tier-3,Rented,Upper,Married,Arranged,0,8.0
28,57214,Software Engineer,Bachelors,Tier-1,Rented,Lower,Divorced,Arranged,0,7.5
27,131025,Private Job,PhD,Tier-3,Rented,Middle,Single,Arranged,0,14.5
37,125837,Private Job,Diploma,Rural,Rented,Upper-Middle,Single,Love,0,8.0
31,114011,Government Officer,Diploma,Rural,Rented,Upper,Married,Arranged,1,7.5
23,134322,Freelancer,Bachelors,Tier-2,Own,Upper-Middle,Married,Love,0,3.5
26,157938,Doctor,Masters,Rural,Own,Upper,Divorced,Arranged,0,14.0
28,180157,CA,PhD,Tier-1,Own,Lower,Divorced,Love,0,17.0
28,181913,CA,Diploma,Rural,Own,Lower,Single,Arranged,0,18.0
37,26652,Freelancer,PhD,Tier-3,Rented,Upper,Single,Love,0,6.0
33,58202,Private Job,PhD,Tier-1,Rented,Lower,Single,Arranged,0,12.5
23,102895,Freelancer,Diploma,Tier-2,Own,Upper-Middle,Married,Love,0,1.0
28,142412,Government Officer,Masters,Tier-3,Rented,Upper,Divorced,Love,1,15.0
25,163166,CA,Masters,Rural,Rented,Upper,Divorced,Love,0,9.0
29,74141,Software Engineer,Masters,Rural,Rented,Upper-Middle,Married,Arranged,0,1.5
36,98319,CA,Masters,Tier-2,Rented,Upper,Divorced,Arranged,0,9.5
39,45175,Government Officer,PhD,Tier-3,Rented,Upper-Middle,Divorced,Arranged,1,13.0
37,191879,Government Officer,Masters,Tier-1,Own,Lower,Single,Arranged,1,29.5
30,68035,Business Owner,Masters,Tier-1,Own,Lower,Single,Arranged,0,16.0
33,38529,Freelancer,Bachelors,Rural,Rented,Middle,Married,Arranged,0,-4.5
36,166956,Private Job,Diploma,Tier-1,Own,Middle,Divorced,Love,0,11.0
24,199916,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Love,1,17.5
37,158014,Doctor,Masters,Tier-2,Rented,Upper,Married,Love,0,6.0
33,48770,Doctor,Diploma,Tier-2,Own,Lower,Divorced,Love,0,6.5
29,110697,Freelancer,Masters,Tier-2,Rented,Lower,Single,Love,0,10.5
35,67281,CA,Bachelors,Rural,Own,Upper,Divorced,Love,0,6.0
22,153312,Private Job,Masters,Rural,Rented,Upper-Middle,Single,Love,0,11.5
36,126726,Doctor,Masters,Rural,Own,Middle,Married,Love,0,5.5
26,179203,Freelancer,PhD,Tier-3,Own,Upper-Middle,Divorced,Love,0,11.5
28,132995,Business Owner,Bachelors,Rural,Rented,Upper-Middle,Married,Love,0,0.5
35,42602,Government Officer,Diploma,Tier-3,Rented,Upper-Middle,Married,Arranged,1,5.0
31,197165,Private Job,PhD,Tier-2,Rented,Middle,Divorced,Love,0,11.5
37,61070,Government Officer,Masters,Rural,Rented,Lower,Single,Arranged,1,17.0
36,161055,CA,PhD,Rural,Rented,Upper,Divorced,Arranged,0,12.0
22,109650,Government Officer,Masters,Rural,Own,Upper-Middle,Divorced,Love,1,15.0
39,35590,CA,Bachelors,Tier-2,Own,Middle,Divorced,Arranged,0,8.5
24,40650,Freelancer,Masters,Rural,Rented,Lower,Divorced,Love,0,0.0
25,121058,Software Engineer,Bachelors,Tier-3,Rented,Middle,Married,Arranged,0,4.0
23,46216,Freelancer,Masters,Tier-1,Rented,Upper-Middle,Single,Arranged,0,10.0
30,98537,Freelancer,Masters,Tier-2,Own,Upper-Middle,Single,Arranged,0,14.5
40,81061,Software Engineer,Bachelors,Tier-2,Own,Upper,Divorced,Arranged,0,11.0
26,152586,Private Job,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,0,9.5
34,122908,Freelancer,Bachelors,Tier-3,Own,Upper,Married,Love,0,2.0
28,33403,Business Owner,Masters,Tier-1,Rented,Upper,Divorced,Love,0,4.5
29,180094,Freelancer,Bachelors,Tier-3,Rented,Upper-Middle,Single,Love,0,12.0
37,54691,CA,Bachelors,Tier-1,Own,Upper-Middle,Single,Love,0,13.5
38,192959,Government Officer,Diploma,Rural,Own,Upper,Divorced,Arranged,1,19.5
24,65600,Business Owner,Bachelors,Tier-2,Own,Middle,Divorced,Arranged,0,9.0
25,198194,Private Job,PhD,Rural,Rented,Upper-Middle,Divorced,Love,0,9.5
33,127424,Government Officer,Diploma,Tier-1,Own,Lower,Divorced,Arranged,1,19.0
31,50402,Private Job,Diploma,Rural,Own,Middle,Single,Love,0,7.5
24,135309,Freelancer,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,4.5
25,109270,Doctor,Diploma,Rural,Own,Upper-Middle,Single,Arranged,0,14.5
34,195667,Private Job,PhD,Rural,Own,Upper-Middle,Divorced,Love,0,12.5
23,113482,Freelancer,PhD,Tier-1,Rented,Middle,Divorced,Arranged,0,9.5
31,137252,Doctor,Masters,Tier-1,Own,Upper,Single,Arranged,0,21.0
37,46358,Freelancer,Bachelors,Tier-2,Own,Middle,Married,Love,0,-1.0
31,71504,Software Engineer,PhD,Tier-3,Rented,Upper,Single,Arranged,0,13.5
29,41564,Doctor,PhD,Tier-3,Own,Lower,Married,Arranged,0,5.5
36,60444,Private Job,Masters,Tier-1,Rented,Middle,Married,Love,0,0.0
33,42779,CA,PhD,Tier-2,Rented,Middle,Divorced,Love,0,6.0
24,33611,Private Job,Masters,Tier-3,Rented,Lower,Single,Arranged,0,8.5
33,187471,Doctor,PhD,Rural,Own,Upper,Single,Love,0,19.5
34,82533,Doctor,PhD,Rural,Own,Middle,Married,Love,0,4.5
32,162331,CA,PhD,Tier-3,Rented,Upper,Divorced,Arranged,0,13.0
33,188576,Doctor,Masters,Tier-2,Rented,Upper-Middle,Single,Arranged,0,19.5
37,141544,Private Job,Diploma,Tier-1,Own,Lower,Divorced,Love,0,10.0
32,81879,Doctor,Bachelors,Tier-1,Own,Lower,Single,Arranged,0,17.5
30,98935,Private Job,Bachelors,Tier-2,Own,Upper-Middle,Divorced,Love,0,7.5
30,198950,Business Owner,PhD,Tier-2,Own,Upper,Married,Love,0,10.5
38,177336,Freelancer,Masters,Rural,Own,Upper-Middle,Single,Arranged,0,16.5
36,156837,Software Engineer,Diploma,Tier-2,Own,Middle,Married,Arranged,0,8.5
32,75649,CA,PhD,Tier-1,Own,Lower,Divorced,Love,0,11.5
29,122119,Business Owner,Masters,Tier-1,Rented,Lower,Divorced,Arranged,0,11.0
32,183172,Private Job,Diploma,Tier-3,Own,Middle,Single,Love,0,15.0
36,147808,Software Engineer,Masters,Tier-2,Rented,Middle,Single,Arranged,0,17.0
38,129981,Freelancer,Diploma,Tier-3,Own,Middle,Single,Arranged,0,13.0
32,87122,CA,PhD,Tier-2,Own,Lower,Divorced,Love,0,11.0
38,156715,Business Owner,Masters,Tier-1,Own,Lower,Single,Arranged,0,20.5
22,31225,Business Owner,Masters,Rural,Own,Upper-Middle,Single,Love,0,9.5
24,172594,Private Job,PhD,Tier-2,Own,Middle,Divorced,Arranged,0,15.5
36,167067,Doctor,Masters,Tier-3,Rented,Upper,Divorced,Love,0,10.5
34,81508,Business Owner,Masters,Tier-2,Own,Lower,Married,Arranged,0,6.0
32,121984,Freelancer,Diploma,Rural,Rented,Lower,Divorced,Love,0,2.0
24,113631,Business Owner,Masters,Tier-1,Own,Upper,Married,Love,0,6.5
23,146136,Doctor,PhD,Tier-3,Own,Middle,Married,Arranged,0,10.5
26,172156,Business Owner,Masters,Rural,Own,Upper-Middle,Married,Love,0,6.5
23,110193,Freelancer,PhD,Rural,Rented,Upper,Divorced,Love,0,4.5
38,149012,Private Job,PhD,Tier-1,Own,Middle,Single,Love,0,18.0
36,128104,Doctor,Bachelors,Rural,Own,Lower,Divorced,Arranged,0,11.5
36,141321,Freelancer,PhD,Rural,Own,Upper-Middle,Married,Love,0,4.0
36,85308,Government Officer,Masters,Tier-1,Own,Middle,Divorced,Arranged,1,19.0
24,75050,Software Engineer,Masters,Tier-2,Rented,Upper-Middle,Single,Arranged,0,13.5
26,127235,Private Job,PhD,Tier-1,Rented,Middle,Divorced,Love,0,9.0
32,79254,Software Engineer,Diploma,Tier-2,Rented,Upper-Middle,Divorced,Love,0,4.5
28,196167,Software Engineer,Masters,Tier-3,Rented,Middle,Married,Arranged,0,8.5
31,198398,Freelancer,Diploma,Tier-3,Rented,Lower,Divorced,Love,0,6.5
40,70099,Government Officer,PhD,Tier-1,Own,Lower,Married,Arranged,1,14.5
36,36305,Private Job,Bachelors,Tier-3,Rented,Upper,Married,Love,0,-4.5
29,189205,Private Job,PhD,Tier-1,Rented,Middle,Divorced,Arranged,0,14.0
34,125822,Software Engineer,Bachelors,Tier-1,Rented,Upper,Married,Love,0,4.0
33,86206,Business Owner,PhD,Tier-1,Own,Middle,Married,Arranged,0,8.0
36,78071,Software Engineer,Diploma,Tier-3,Rented,Upper-Middle,Single,Arranged,0,10.5
30,138360,CA,Bachelors,Tier-1,Own,Middle,Married,Love,0,7.5
25,76049,Business Owner,Diploma,Rural,Rented,Upper,Single,Arranged,0,8.5
26,52949,Private Job,Bachelors,Tier-2,Rented,Upper-Middle,Single,Love,0,7.5
28,21296,CA,Diploma,Rural,Rented,Middle,Divorced,Love,0,0.0
34,179683,Private Job,PhD,Rural,Own,Middle,Married,Arranged,0,8.5
22,46396,Doctor,PhD,Tier-3,Rented,Middle,Divorced,Arranged,0,7.5
27,45994,Government Officer,Masters,Rural,Rented,Lower,Married,Arranged,1,6.0
26,84824,Freelancer,Masters,Tier-2,Own,Upper,Married,Love,0,2.0
22,148422,Business Owner,Bachelors,Tier-3,Rented,Upper-Middle,Married,Arranged,0,4.0
23,105404,CA,Bachelors,Tier-2,Rented,Lower,Divorced,Love,0,7.0
33,191659,Freelancer,Bachelors,Tier-3,Own,Upper,Single,Love,0,15.5
40,29495,Software Engineer,Diploma,Rural,Own,Lower,Divorced,Love,0,3.0
30,46885,CA,Diploma,Tier-1,Own,Lower,Single,Arranged,0,14.0
22,21005,Government Officer,Bachelors,Tier-1,Own,Lower,Married,Love,1,8.0
24,134321,Business Owner,Diploma,Rural,Rented,Upper-Middle,Married,Love,0,-0.5
23,132278,Business Owner,Diploma,Rural,Own,Lower,Divorced,Arranged,0,9.5
25,112386,Private Job,PhD,Rural,Own,Middle,Single,Arranged,0,15.5
30,92941,Software Engineer,PhD,Rural,Rented,Lower,Divorced,Love,0,6.5
36,50767,CA,Bachelors,Tier-3,Rented,Upper,Married,Arranged,0,0.5
28,156805,Doctor,Masters,Tier-3,Rented,Middle,Divorced,Arranged,0,12.0
22,138317,Private Job,PhD,Tier-1,Rented,Lower,Divorced,Love,0,9.5
29,91144,Doctor,Diploma,Tier-3,Own,Upper,Single,Love,0,13.0
30,163614,Private Job,PhD,Rural,Own,Upper,Divorced,Arranged,0,13.0
39,100912,CA,Bachelors,Tier-2,Own,Lower,Married,Love,0,5.0
29,41821,Software Engineer,Diploma,Rural,Own,Middle,Single,Arranged,0,11.0
28,64683,Freelancer,Bachelors,Tier-3,Rented,Upper-Middle,Single,Arranged,0,8.0
26,82835,Business Owner,PhD,Rural,Own,Upper-Middle,Divorced,Arranged,0,10.0
24,183172,Freelancer,Bachelors,Rural,Rented,Lower,Married,Love,0,1.0
23,185247,Private Job,PhD,Rural,Rented,Upper,Married,Arranged,0,6.0
39,41622,Freelancer,Masters,Rural,Own,Upper-Middle,Single,Love,0,8.0
29,125977,Government Officer,Diploma,Tier-1,Rented,Middle,Single,Love,1,19.0
38,30300,Doctor,Bachelors,Tier-1,Own,Lower,Married,Arranged,0,5.0
40,194094,Doctor,Bachelors,Rural,Rented,Lower,Divorced,Arranged,0,12.0
39,100209,Business Owner,Masters,Rural,Own,Upper-Middle,Married,Arranged,0,5.0
24,94250,Doctor,PhD,Tier-2,Own,Upper,Divorced,Arranged,0,14.0
28,42802,Doctor,PhD,Tier-3,Rented,Upper,Divorced,Arranged,0,7.5
27,169155,Business Owner,Masters,Tier-2,Rented,Upper-Middle,Divorced,Love,0,10.0
28,186191,Doctor,Diploma,Tier-2,Rented,Upper,Single,Arranged,0,17.5
35,41443,Government Officer,Bachelors,Rural,Own,Lower,Married,Love,1,6.0
31,153325,Doctor,PhD,Rural,Own,Lower,Single,Love,0,18.0
37,61757,CA,Masters,Rural,Own,Lower,Divorced,Arranged,0,9.0
25,39717,Software Engineer,Bachelors,Tier-2,Rented,Middle,Married,Love,0,-1.5
40,25275,Private Job,Masters,Rural,Own,Lower,Single,Love,0,8.0
27,33863,Private Job,Diploma,Tier-1,Rented,Upper,Single,Arranged,0,8.5
30,28056,Private Job,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,0,0.0
38,115034,Freelancer,Diploma,Tier-3,Own,Upper-Middle,Single,Love,0,10.5
23,62504,Business Owner,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,6.0
29,95338,Government Officer,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Love,1,12.5
39,166132,Private Job,PhD,Tier-3,Own,Upper-Middle,Divorced,Love,0,12.0
40,108300,Government Officer,PhD,Tier-3,Rented,Upper-Middle,Divorced,Arranged,1,16.0
39,122647,Business Owner,Bachelors,Tier-2,Rented,Upper-Middle,Single,Arranged,0,14.0
29,179787,Business Owner,Masters,Tier-1,Rented,Middle,Divorced,Arranged,0,13.5
34,28944,Software Engineer,Bachelors,Rural,Rented,Middle,Married,Love,0,-4.0
31,100045,CA,PhD,Tier-2,Own,Upper,Divorced,Arranged,0,14.0
33,137585,CA,PhD,Tier-2,Own,Upper-Middle,Single,Love,0,18.5
22,118412,Business Owner,Bachelors,Tier-1,Own,Upper-Middle,Single,Love,0,15.5
33,39022,CA,Bachelors,Rural,Own,Upper,Divorced,Love,0,4.5
22,55438,Business Owner,Diploma,Rural,Own,Upper-Middle,Single,Love,0,8.5
23,199201,CA,PhD,Tier-2,Own,Upper,Married,Arranged,0,13.5
34,106109,CA,Masters,Rural,Own,Lower,Divorced,Arranged,0,11.0
29,118453,Business Owner,Diploma,Tier-1,Own,Upper-Middle,Married,Arranged,0,6.5
23,189540,CA,Diploma,Tier-3,Rented,Middle,Married,Love,0,4.0
37,48482,Government Officer,PhD,Tier-2,Rented,Middle,Divorced,Arranged,1,14.0
35,20084,Doctor,Bachelors,Tier-1,Own,Middle,Single,Love,0,12.5
24,51986,CA,PhD,Tier-2,Own,Upper-Middle,Married,Love,0,4.5
26,176931,Private Job,Masters,Rural,Rented,Lower,Married,Love,0,2.5
25,34238,Freelancer,Diploma,Tier-1,Own,Lower,Single,Love,0,8.5
31,72071,Freelancer,PhD,Tier-2,Rented,Upper-Middle,Single,Love,0,9.5
23,57663,Doctor,PhD,Tier-3,Rented,Upper-Middle,Single,Love,0,11.0
28,193443,Business Owner,Diploma,Rural,Own,Upper,Married,Love,0,5.5
22,159509,Government Officer,Masters,Tier-3,Own,Lower,Divorced,Love,1,18.5
27,172872,Freelancer,PhD,Tier-1,Own,Upper,Single,Arranged,0,20.5
27,121679,Freelancer,PhD,Tier-1,Own,Lower,Married,Arranged,0,8.0
29,152823,Software Engineer,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,0,11.5
33,174435,Freelancer,Diploma,Tier-3,Own,Middle,Divorced,Love,0,8.5
40,103901,Doctor,PhD,Rural,Own,Upper-Middle,Single,Arranged,0,17.5
39,136825,Freelancer,Diploma,Rural,Own,Middle,Single,Arranged,0,12.5
34,158819,Private Job,Diploma,Tier-2,Own,Upper,Single,Love,0,14.5
34,78823,Software Engineer,Bachelors,Tier-2,Own,Middle,Single,Love,0,13.5
40,53587,Doctor,PhD,Tier-1,Rented,Middle,Married,Love,0,3.0
30,92765,Doctor,Bachelors,Tier-1,Rented,Upper,Single,Love,0,13.0
25,146878,Private Job,Diploma,Rural,Rented,Upper-Middle,Single,Arranged,0,11.0
40,97925,Freelancer,PhD,Tier-2,Own,Middle,Married,Love,0,3.5
33,110372,Government Officer,Masters,Tier-1,Own,Upper-Middle,Married,Love,1,13.5
32,29893,Software Engineer,PhD,Rural,Rented,Upper-Middle,Married,Arranged,0,0.0
27,125809,Government Officer,Masters,Tier-1,Own,Upper,Single,Arranged,1,26.0
38,76165,Software Engineer,Diploma,Rural,Own,Upper,Married,Arranged,0,2.5
36,49668,Doctor,Bachelors,Tier-3,Rented,Upper,Single,Love,0,8.5
30,173445,Business Owner,PhD,Tier-3,Rented,Upper,Single,Love,0,15.5
40,80227,Government Officer,PhD,Tier-2,Own,Middle,Married,Love,1,12.0
35,139568,Doctor,Diploma,Tier-1,Own,Upper-Middle,Married,Arranged,0,9.0
39,191278,Private Job,Diploma,Rural,Rented,Middle,Married,Arranged,0,3.5
32,79230,Doctor,PhD,Tier-3,Own,Upper,Married,Love,0,5.0
28,68042,Government Officer,Masters,Rural,Own,Lower,Married,Arranged,1,10.0
33,83521,Software Engineer,Bachelors,Tier-2,Own,Middle,Single,Arranged,0,16.0
23,140602,Freelancer,PhD,Tier-1,Own,Upper-Middle,Single,Love,0,17.0
26,64613,CA,Diploma,Tier-1,Rented,Lower,Divorced,Love,0,5.0
26,177837,Software Engineer,Diploma,Tier-2,Rented,Middle,Married,Arranged,0,6.5
33,43755,Freelancer,Masters,Tier-2,Rented,Upper,Married,Arranged,0,-1.0
37,37219,Private Job,Diploma,Tier-2,Rented,Upper,Married,Arranged,0,-2.5
38,146803,Business Owner,Masters,Tier-1,Rented,Lower,Single,Love,0,15.0
25,34142,Freelancer,Bachelors,Rural,Rented,Middle,Married,Arranged,0,-4.5
26,25244,Software Engineer,PhD,Tier-3,Own,Upper,Single,Love,0,12.0
24,109442,CA,Bachelors,Tier-3,Own,Upper-Middle,Single,Love,0,14.0
38,96991,Business Owner,Diploma,Tier-1,Rented,Lower,Single,Love,0,10.5
30,50887,CA,PhD,Tier-3,Rented,Lower,Single,Arranged,0,12.5
39,20056,CA,Bachelors,Tier-2,Own,Middle,Single,Arranged,0,13.0
26,173817,Freelancer,Masters,Tier-1,Own,Lower,Single,Arranged,0,19.5
39,125277,Private Job,Masters,Tier-2,Own,Upper,Single,Love,0,15.0
23,88115,CA,Masters,Tier-2,Rented,Middle,Single,Arranged,0,14.0
23,105862,Private Job,Bachelors,Tier-1,Rented,Middle,Single,Love,0,11.0
23,136298,Software Engineer,Bachelors,Tier-2,Own,Lower,Divorced,Love,0,11.5
36,149135,Freelancer,PhD,Tier-3,Rented,Lower,Single,Love,0,12.0
24,164640,Freelancer,Bachelors,Rural,Rented,Lower,Single,Love,0,10.0
25,164663,Software Engineer,PhD,Tier-2,Rented,Lower,Divorced,Love,0,12.0
30,100117,Doctor,Diploma,Tier-2,Rented,Upper-Middle,Single,Arranged,0,13.5
30,182098,Software Engineer,PhD,Rural,Rented,Upper-Middle,Single,Arranged,0,18.0
36,187392,Private Job,Diploma,Tier-3,Own,Upper,Divorced,Love,0,10.0
38,195084,Government Officer,PhD,Tier-1,Rented,Upper,Single,Arranged,1,27.5
32,178602,Private Job,PhD,Tier-1,Own,Upper,Divorced,Arranged,0,16.5
29,192407,Freelancer,Masters,Tier-3,Own,Lower,Single,Arranged,0,18.5
31,95457,Private Job,Bachelors,Tier-2,Rented,Lower,Single,Love,0,9.5
35,25821,CA,Bachelors,Tier-3,Own,Upper-Middle,Single,Arranged,0,12.0
36,102438,Freelancer,Diploma,Tier-1,Own,Upper,Divorced,Arranged,0,9.0
40,131671,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,1,16.5
32,122870,Freelancer,Diploma,Tier-1,Own,Lower,Single,Arranged,0,15.0
36,156473,Government Officer,Bachelors,Tier-1,Own,Upper,Married,Arranged,1,16.5
33,149937,Business Owner,Bachelors,Tier-3,Own,Middle,Married,Love,0,5.0
22,110376,Business Owner,Bachelors,Rural,Own,Lower,Married,Love,0,2.5
40,174886,Freelancer,PhD,Tier-1,Rented,Middle,Married,Arranged,0,7.5
31,28307,Business Owner,Bachelors,Rural,Rented,Lower,Divorced,Arranged,0,2.0
32,160230,Freelancer,Masters,Rural,Rented,Lower,Divorced,Arranged,0,8.0
37,163544,Private Job,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,0,7.0
35,45467,Private Job,PhD,Tier-2,Own,Middle,Single,Arranged,0,14.0
39,173112,Software Engineer,PhD,Rural,Rented,Lower,Single,Love,0,15.5
29,193853,Business Owner,Diploma,Tier-2,Rented,Lower,Married,Love,0,4.5
37,23574,Business Owner,PhD,Rural,Own,Upper,Married,Love,0,0.0
24,108664,Software Engineer,PhD,Rural,Rented,Upper,Single,Arranged,0,14.0
33,185157,CA,Masters,Tier-2,Rented,Upper-Middle,Married,Love,0,7.0
37,170396,Business Owner,Masters,Tier-2,Own,Middle,Single,Love,0,18.5
27,139833,CA,Diploma,Tier-1,Rented,Upper,Married,Arranged,0,5.5
23,20543,Government Officer,Bachelors,Tier-3,Own,Upper,Single,Love,1,16.0
40,61750,Software Engineer,PhD,Rural,Own,Upper-Middle,Single,Love,0,13.0
38,111423,Private Job,PhD,Tier-2,Own,Middle,Divorced,Arranged,0,12.5
25,177615,Business Owner,Bachelors,Rural,Rented,Lower,Divorced,Arranged,0,9.5
39,103825,Freelancer,Diploma,Tier-1,Rented,Middle,Divorced,Arranged,0,6.0
24,140264,Software Engineer,Bachelors,Rural,Own,Upper-Middle,Single,Love,0,15.0
33,62534,Doctor,Bachelors,Tier-1,Own,Upper-Middle,Single,Love,0,14.5
39,169207,CA,Diploma,Tier-1,Own,Upper,Divorced,Love,0,13.0
25,125979,Doctor,Diploma,Tier-2,Rented,Lower,Single,Love,0,12.5
36,106628,CA,PhD,Tier-3,Own,Lower,Divorced,Love,0,11.0
